Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       7/7           std::_Rb_tree_iterator<std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > > > std::_Rb_tree<Dodge::WinIO::winEvent_t, std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > >, std::_Select1st<std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > > >, std::less<Dodge::WinIO::winEvent_t>, std::allocator<std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > > > >::_M_insert_<std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > > >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > >&&) [662]
-----------------------------------------------
                0.00    0.00       3/6           Application::launch(int, char**) [1]
                0.00    0.00       3/6           std::_Rb_tree<long, std::pair<long const, std::vector<Functor<void, TypeList<Dodge::EEvent*, NullType> >, std::allocator<Functor<void, TypeList<Dodge::EEvent*, NullType> > > > >, std::_Select1st<std::pair<long const, std::vector<Functor<void, TypeList<Dodge::EEvent*, NullType> >, std::allocator<Functor<void, TypeList<Dodge::EEvent*, NullType> > > > > >, std::less<long>, std::allocator<std::pair<long const, std::vector<Functor<void, TypeList<Dodge::EEvent*, NullType> >, std::allocator<Functor<void, TypeList<Dodge::EEvent*, NullType> > > > > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, std::vector<Functor<void, TypeList<Dodge::EEvent*, NullType> >, std::allocator<Functor<void, TypeList<Dodge::EEvent*, NullType> > > > > >*) [869]
[664]    0.0    0.00    0.00       6         MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Application*, void (Application::*)(Dodge::EEvent*)>::~MemFunHandler() [664]
-----------------------------------------------
                0.00    0.00       1/6           std::_Rb_tree<Dodge::WinIO::winEvent_t, std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > >, std::_Select1st<std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > > >, std::less<Dodge::WinIO::winEvent_t>, std::allocator<std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > > > >::_M_erase(std::_Rb_tree_node<std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > > >*) [866]
                0.00    0.00       2/6           Application::launch(int, char**) [1]
                0.00    0.00       3/6           void std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > >::_M_insert_aux<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> const&>(__gnu_cxx::__normal_iterator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>*, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > >, boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> const&) [37]
[665]    0.0    0.00    0.00       6         MemFunHandler<Functor<void, TypeList<int, NullType> >, Application*, void (Application::*)(int)>::~MemFunHandler() [665]
-----------------------------------------------
                0.00    0.00       6/6           MemFunHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<int, NullType> > >, Menu*, void (Menu::*)(boost::shared_ptr<Dodge::Entity>, int)>::operator()(boost::shared_ptr<Dodge::Entity>, int) const [314]
[666]    0.0    0.00    0.00       6         Menu::menuItemKeyUp(boost::shared_ptr<Dodge::Entity>, int) [666]
                0.00    0.00       6/28          boost::shared_ptr<MenuItem> boost::dynamic_pointer_cast<MenuItem, Dodge::Entity>(boost::shared_ptr<Dodge::Entity> const&) [585]
                0.00    0.00       6/6           Menu::onMenuItemKeyUp(boost::shared_ptr<MenuItem>, int) [667]
-----------------------------------------------
                0.00    0.00       6/6           Menu::menuItemKeyUp(boost::shared_ptr<Dodge::Entity>, int) [666]
[667]    0.0    0.00    0.00       6         Menu::onMenuItemKeyUp(boost::shared_ptr<MenuItem>, int) [667]
-----------------------------------------------
                                   7             Dodge::Math::(anonymous namespace)::ellipsePolyOverlap(Dodge::Shape const&, Dodge::Vec2f const&, Dodge::Shape const&, Dodge::Vec2f const&) [668]
                0.00    0.00       6/6           Dodge::Math::overlap(Dodge::Shape const&, Dodge::Vec2f const&, Dodge::Shape const&, Dodge::Vec2f const&) [16]
[668]    0.0    0.00    0.00       6+7       Dodge::Math::(anonymous namespace)::ellipsePolyOverlap(Dodge::Shape const&, Dodge::Vec2f const&, Dodge::Shape const&, Dodge::Vec2f const&) [668]
                                   7             Dodge::Math::(anonymous namespace)::ellipsePolyOverlap(Dodge::Shape const&, Dodge::Vec2f const&, Dodge::Shape const&, Dodge::Vec2f const&) [668]
-----------------------------------------------
                0.00    0.00       6/6           Dodge::Sound::Sound(std::string const&) [297]
[669]    0.0    0.00    0.00       6         Dodge::Audio::newSound(Dodge::Sound*, std::string const&) [669]
-----------------------------------------------
                0.00    0.00       6/6           Dodge::Sound::~Sound() [671]
[670]    0.0    0.00    0.00       6         Dodge::Audio::freeSound(Dodge::Sound*) [670]
-----------------------------------------------
                0.00    0.00       6/6           boost::shared_ptr<Dodge::Sound>::~shared_ptr() [1317]
[671]    0.0    0.00    0.00       6         Dodge::Sound::~Sound() [671]
                0.00    0.00       6/6           Dodge::Audio::freeSound(Dodge::Sound*) [670]
-----------------------------------------------
                0.00    0.00       2/6           GameOptionsMenu::init() [195]
                0.00    0.00       4/6           SettingsMenu::init() [275]
[672]    0.0    0.00    0.00       6         Dodge::UiButton::addActivationKey(int) [672]
                0.00    0.00       6/6           std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int const&>(int const&) [682]
-----------------------------------------------
                0.00    0.00       2/6           GameOptionsMenu::init() [195]
                0.00    0.00       4/6           SettingsMenu::init() [275]
[673]    0.0    0.00    0.00       6         Dodge::UiButton::removeActivationKey(int) [673]
                0.00    0.00       6/6           std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::erase(int const&) [683]
-----------------------------------------------
                0.00    0.00       6/6           Dodge::EntityUi::keyUpHandler(int) [140]
[674]    0.0    0.00    0.00       6         Dodge::UiButton::onKeyUp(int) [674]
-----------------------------------------------
                0.00    0.00       6/6           boost::detail::shared_count::~shared_count() <cycle 1> [108]
[675]    0.0    0.00    0.00       6         boost::detail::sp_counted_impl_p<MenuItem>::dispose() [675]
-----------------------------------------------
                0.00    0.00       6/6           std::_Rb_tree<boost::shared_ptr<Dodge::Entity>, boost::shared_ptr<Dodge::Entity>, std::_Identity<boost::shared_ptr<Dodge::Entity> >, std::less<boost::shared_ptr<Dodge::Entity> >, std::allocator<boost::shared_ptr<Dodge::Entity> > >::_M_erase(std::_Rb_tree_node<boost::shared_ptr<Dodge::Entity> >*) <cycle 1> [457]
[676]    0.0    0.00    0.00       6         boost::detail::sp_counted_impl_p<MenuItem>::~sp_counted_impl_p() [676]
-----------------------------------------------
                0.00    0.00       6/6           boost::shared_ptr<Dodge::Sound>::~shared_ptr() [1317]
[677]    0.0    0.00    0.00       6         boost::detail::sp_counted_impl_p<Dodge::Sound>::dispose() [677]
-----------------------------------------------
                0.00    0.00       6/6           GameLogic::start() [2]
[678]    0.0    0.00    0.00       6         Functor<void, TypeList<int, TypeList<int, NullType> > >::Functor<GameLogic*, void (GameLogic::*)(int, int)>(GameLogic* const&, void (GameLogic::*)(int, int)) [678]
-----------------------------------------------
                                   6             boost::detail::shared_count::~shared_count() <cycle 1> [108]
[679]    0.0    0.00    0.00       6         MenuItem::~MenuItem() <cycle 1> [679]
                                   6             MenuItem::~MenuItem() <cycle 1> [166]
-----------------------------------------------
                0.00    0.00       6/6           ProgressBar::ProgressBar(Dodge::Colour const&, Dodge::Vec2f const&, Dodge::Vec2f const&) [269]
[680]    0.0    0.00    0.00       6         Dodge::Polygon::setLineWidth(int) const [680]
-----------------------------------------------
                                  18             std::_Rb_tree<Dodge::uiEvent_t, std::pair<Dodge::uiEvent_t const, boost::variant<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<int, NullType> > >, Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<float, TypeList<float, NullType> > > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> >, std::_Select1st<std::pair<Dodge::uiEvent_t const, boost::variant<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<int, NullType> > >, Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<float, TypeList<float, NullType> > > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > >, std::less<Dodge::uiEvent_t>, std::allocator<std::pair<Dodge::uiEvent_t const, boost::variant<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<int, NullType> > >, Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<float, TypeList<float, NullType> > > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > >::_M_erase(std::_Rb_tree_node<std::pair<Dodge::uiEvent_t const, boost::variant<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<int, NullType> > >, Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<float, TypeList<float, NullType> > > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > >*) [681]
                0.00    0.00       6/6           Dodge::EntityUi::~EntityUi() [167]
